account_id,cluster,is_mule
551,3,0
552,3,0
553,1,0
554,3,0
555,3,0
556,3,0
557,3,0
558,0,0
559,3,0
560,2,0
561,3,0
562,2,0
563,3,0
564,3,0
565,4,0
566,3,0
567,3,0
568,3,0
569,3,0
570,3,0
571,3,0
572,3,0
573,3,0
574,0,0
575,0,0
576,3,0
577,1,0
578,3,0
579,3,0
580,0,0
581,0,0
582,3,0
583,3,0
584,3,0
585,1,0
586,1,0
587,3,0
588,3,0
589,3,0
590,3,0
591,3,0
592,0,0
593,3,0
594,3,0
595,0,0
596,3,0
597,3,0
598,4,0
599,2,0
600,3,0
601,3,0
602,3,0
603,3,0
604,3,0
605,3,0
606,3,0
607,0,0
608,3,0
609,3,0
610,3,0
611,0,0
612,3,0
613,3,0
614,3,0
615,4,0
616,4,0
617,3,0
618,3,0
619,3,0
620,3,0
621,0,0
622,2,0
623,3,0
624,3,0
625,3,0
626,3,0
627,4,0
628,3,0
629,3,0
630,3,0
631,3,0
632,0,0
633,2,0
634,2,0
635,3,0
636,3,0
637,3,0
638,3,0
639,4,0
640,4,0
641,1,0
642,3,0
643,2,0
644,3,0
645,2,0
646,3,0
647,4,0
648,3,0
649,3,0
650,2,0
651,0,0
652,3,0
653,3,0
654,0,0
655,1,0
656,3,0
657,1,0
658,3,0
659,1,0
660,1,0
661,3,0
662,3,0
663,3,0
664,3,0
665,3,0
666,4,0
667,4,0
668,1,0
669,2,0
670,3,0
671,3,0
672,3,0
673,4,0
674,3,0
675,4,0
676,3,0
677,3,0
678,1,0
679,0,0
680,3,0
681,3,0
682,0,0
683,3,0
684,3,0
685,1,0
686,4,0
687,4,0
688,3,0
689,3,0
690,3,0
691,0,0
692,3,0
693,3,0
694,3,0
695,3,0
696,3,0
697,3,0
698,3,0
699,3,0
700,0,0
701,2,0
702,2,0
703,0,0
704,1,0
705,3,0
706,3,0
707,3,0
708,3,0
709,0,0
710,1,0
711,4,0
712,3,0
713,3,0
714,1,0
715,2,0
716,3,0
717,3,0
718,3,0
719,3,0
720,3,0
721,0,0
722,2,0
723,3,0
724,3,0
725,3,0
726,2,0
727,3,0
728,3,0
729,3,0
730,3,0
731,3,0
732,3,0
733,3,0
734,0,0
735,3,0
736,0,0
737,0,0
738,4,0
739,0,0
740,0,0
741,1,0
742,3,0
743,3,0
744,3,0
745,2,0
746,3,0
747,3,0
748,3,0
749,3,0
750,3,0
751,3,0
752,0,0
753,3,0
754,4,0
755,3,0
756,3,0
757,3,0
758,3,0
759,3,0
760,3,0
761,2,0
762,3,0
763,3,0
764,3,0
765,4,0
766,3,0
767,0,0
768,4,0
769,0,0
770,1,0
771,1,0
772,3,0
773,4,0
774,1,0
775,3,0
776,3,0
777,1,0
778,3,0
779,1,0
780,3,0
781,3,0
782,2,0
783,1,0
784,1,0
785,0,0
786,3,0
787,3,0
788,0,0
789,3,0
790,3,0
791,2,0
792,3,0
793,0,0
794,0,0
795,0,0
796,3,0
797,3,0
798,2,0
799,1,0
800,3,0
801,0,0
802,0,0
803,0,0
804,0,0
805,2,0
806,0,0
807,0,0
808,3,0
809,1,0
810,3,0
811,4,0
812,2,0
813,3,0
814,3,0
815,3,0
816,1,0
817,3,0
818,2,0
819,3,0
820,3,0
821,0,0
822,1,0
823,3,0
824,2,0
825,3,0
826,3,0
827,2,0
828,0,0
829,3,0
830,2,0
831,2,0
832,3,0
833,0,0
834,2,0
835,0,0
836,3,0
837,1,0
838,0,0
839,1,0
840,3,0
841,3,0
842,4,0
843,3,0
844,0,0
845,0,0
846,0,0
847,3,0
848,3,0
849,3,0
850,3,0
851,3,0
852,3,0
853,0,0
854,2,0
855,3,0
856,2,0
857,0,0
858,3,0
859,0,0
860,3,0
861,4,0
862,4,0
863,3,0
864,3,0
865,3,0
866,3,0
867,0,0
868,2,0
869,2,0
870,3,0
871,3,0
872,3,0
873,3,0
874,3,0
875,3,0
876,0,0
877,2,0
878,2,0
879,3,0
880,3,0
881,3,0
882,1,0
883,3,0
884,3,0
885,1,0
886,1,0
887,1,0
888,3,0
889,0,0
890,3,0
891,0,0
892,2,0
893,0,0
894,2,0
895,2,0
896,3,0
897,3,0
898,2,0
899,3,0
900,0,0
901,3,0
902,3,0
903,3,0
904,2,0
905,2,0
906,3,0
907,3,0
908,2,0
909,1,0
910,3,0
911,1,0
912,1,0
913,3,0
914,4,0
915,4,0
916,3,0
917,3,0
918,3,0
919,3,0
920,0,0
921,3,0
922,3,0
923,4,0
924,3,0
925,1,0
926,2,0
927,3,0
928,0,0
929,3,0
930,3,0
931,2,0
932,0,0
933,0,0
934,1,0
935,1,0
936,4,0
937,3,0
938,3,0
939,3,0
940,2,0
941,3,0
942,3,0
943,3,0
944,3,0
945,0,0
946,3,0
947,3,0
948,3,0
949,3,0
950,3,0
951,3,0
952,3,0
953,3,0
954,4,0
955,3,0
956,3,0
957,3,0
958,3,0
959,3,0
960,3,0
961,3,0
962,3,0
963,3,0
964,3,0
965,3,0
966,3,0
967,4,0
968,3,0
969,3,0
970,3,0
971,2,0
972,3,0
973,3,0
974,3,0
975,3,0
976,3,0
977,3,0
978,3,0
979,2,0
980,2,0
981,4,0
982,3,0
983,2,0
984,3,0
985,3,0
986,3,0
987,3,0
988,3,0
989,0,0
990,2,0
991,3,0
992,3,0
993,3,0
994,1,0
995,0,0
996,0,0
997,1,0
998,3,0
999,3,0
1000,0,0
1001,1,0
1002,0,0
1003,1,0
1004,3,0
1005,3,0
1006,0,0
1007,3,0
1008,3,0
1009,3,0
1010,1,0
1011,1,0
1012,3,0
1013,3,0
1014,4,0
1015,3,0
1016,3,0
1017,3,0
1018,3,0
1019,3,0
1020,3,0
1021,2,0
1022,3,0
1023,2,0
1024,3,0
1025,2,0
1026,0,0
1027,3,0
1028,4,0
1029,4,0
1030,3,0
1031,0,0
1032,4,0
1033,3,0
1034,0,0
1035,4,0
1036,0,0
1037,3,0
1038,3,0
1039,3,0
1040,0,0
1041,3,0
1042,2,0
1043,3,0
1044,3,0
1045,3,0
1046,3,0
1047,3,0
1048,3,0
1049,4,0
1050,3,0
1051,3,0
1052,3,0
1053,2,0
1054,2,0
1055,2,0
1056,3,0
1057,4,0
1058,3,0
1059,1,0
1060,3,0
1061,3,0
1062,3,0
1063,2,0
1064,3,0
1065,4,0
1066,3,0
1067,3,0
1068,0,0
1069,3,0
1070,3,0
1071,0,0
1072,3,0
1073,3,0
1074,3,0
1075,3,0
1076,3,0
1077,3,0
1078,2,0
1079,3,0
1080,2,0
1081,3,0
1082,3,0
1083,2,0
1084,0,0
1085,2,0
1086,3,0
1087,3,0
1088,3,0
1089,2,0
1090,1,0
1091,3,0
1092,3,0
1093,2,0
1094,3,0
1095,3,0
1096,3,0
1097,3,0
1098,4,0
1099,1,0
1100,3,0
1101,0,0
1102,3,0
1103,3,0
1104,2,0
1105,3,0
1106,2,0
1107,3,0
1108,3,0
1109,3,0
1110,0,0
1111,3,0
1112,3,0
1113,1,0
1114,0,0
1115,3,0
1116,1,0
1117,3,0
1118,3,0
1119,0,0
1120,2,0
1121,3,0
1122,0,0
1123,3,0
1124,3,0
1125,1,0
1126,4,0
1127,3,0
1128,2,0
1129,0,0
1130,3,0
1131,3,0
1132,0,0
1133,0,0
1134,1,0
1135,3,0
1136,3,0
1137,2,0
1138,1,0
1139,1,0
1140,1,0
1141,3,0
1142,3,0
1143,3,0
1144,4,0
1145,3,0
1146,3,0
1147,3,0
1148,3,0
1149,2,0
1150,0,0
1151,3,0
1152,3,0
1153,0,0
1154,3,0
1155,3,0
1156,3,0
1157,2,0
1158,4,0
1159,3,0
1160,3,0
1161,2,0
1162,4,0
1163,4,0
1164,3,0
1165,3,0
1166,3,0
1167,3,0
1168,4,0
1169,1,0
1170,1,0
1171,3,0
1172,4,0
1173,2,0
1174,3,0
1175,3,0
1176,3,0
1177,0,0
1178,0,0
1179,2,0
1180,3,0
1181,1,0
1182,3,0
1183,3,0
1184,3,0
1185,3,0
1186,3,0
1187,3,0
1188,3,0
1189,4,0
1190,1,0
1191,1,0
1192,3,0
1193,2,0
1194,0,0
1195,2,0
1196,3,0
1197,3,0
1198,3,0
1199,4,0
1200,4,0
1201,4,0
1202,3,0
1203,3,0
1204,3,0
1205,3,0
1206,3,0
1207,3,0
1208,3,0
1209,1,0
1210,4,0
1211,1,0
1212,3,0
1213,1,0
1214,1,0
1215,3,0
1216,3,0
1217,1,0
1218,4,0
1219,3,0
1220,3,0
1221,3,0
1222,3,0
1223,3,0
1224,3,0
1225,2,0
1226,4,0
1227,2,0
1228,1,0
1229,4,0
1230,0,0
1231,2,0
1232,4,0
1233,4,0
1234,3,0
1235,3,0
1236,3,0
1237,3,0
1238,3,0
1239,2,0
1240,0,0
1241,3,0
1242,3,0
1243,3,0
1244,0,0
1245,3,0
1246,0,0
1247,3,0
1248,3,0
1249,0,0
1250,3,0
1251,3,0
1252,3,0
1253,3,0
1254,2,0
1255,4,0
1256,3,0
1257,3,0
1258,4,0
1259,3,0
1260,3,0
1261,3,0
1262,3,0
1263,3,0
1264,3,0
1265,3,0
1266,0,0
1267,0,0
1268,3,0
1269,2,0
1270,3,0
1271,1,0
1272,3,0
1273,0,0
1274,3,0
1275,3,0
1276,3,0
1277,3,0
1278,3,0
1279,1,0
1280,3,0
1281,3,0
1282,3,0
1283,2,0
1284,3,0
1285,2,0
1286,2,0
1287,3,0
1288,2,0
1289,3,0
1290,3,0
1291,3,0
1292,3,0
1293,3,0
1294,3,0
1295,3,0
1296,3,0
1297,0,0
1298,0,0
1299,4,0
1300,3,0
1301,3,0
1302,3,0
1303,3,0
1304,2,0
1305,3,0
1306,3,0
1307,3,0
1308,4,0
1309,3,0
1310,4,0
1311,3,0
1312,3,0
1313,0,0
1314,3,0
1315,3,0
1316,3,0
1317,3,0
1318,3,0
1319,3,0
1320,3,0
1321,1,0
1322,2,0
1323,4,0
1324,3,0
1325,3,0
1326,4,0
1327,0,0
1328,3,0
1329,2,0
1330,3,0
1331,3,0
1332,3,0
1333,4,0
1334,3,0
1335,3,0
1336,3,0
1337,0,0
1338,3,0
1339,3,0
1340,0,0
1341,3,0
1342,2,0
1343,3,0
1344,1,0
1345,3,0
1346,0,0
1347,2,0
1348,3,0
1349,3,0
1350,3,0
1351,2,0
1352,3,0
1353,3,0
1354,3,0
1355,3,0
1356,1,0
1357,0,0
1358,0,0
1359,3,0
1360,3,0
1361,3,0
1362,3,0
1363,4,0
1364,3,0
1365,2,0
1366,2,0
1367,3,0
1368,3,0
1369,3,0
1370,3,0
1371,0,0
1372,3,0
1373,3,0
1374,3,0
1375,3,0
1376,0,0
1377,3,0
1378,3,0
1379,0,0
1380,0,0
1381,3,0
1382,3,0
1383,2,0
1384,3,0
1385,3,0
1386,1,0
1387,3,0
1388,3,0
1389,0,0
1390,3,0
1391,2,0
1392,3,0
1393,3,0
1394,3,0
1395,3,0
1396,3,0
1397,3,0
1398,2,0
1399,3,0
1400,0,0
1401,3,0
1402,3,0
1403,3,0
1404,3,0
1405,3,0
1406,3,0
1407,4,0
1408,4,0
1409,2,0
1410,0,0
1411,3,0
1412,3,0
1413,3,0
1414,3,0
1415,3,0
1416,3,0
1417,3,0
1418,3,0
1419,3,0
1420,1,0
1421,4,0
1422,3,0
1423,3,0
1424,2,0
1425,3,0
1426,3,0
1427,4,0
1428,3,0
1429,3,0
1430,2,0
1431,3,0
1432,3,0
1433,3,0
1434,0,0
1435,3,0
1436,3,0
1437,3,0
1438,3,0
1439,3,0
1440,4,0
1441,0,0
1442,3,0
1443,4,0
1444,4,0
1445,4,0
1446,4,0
1447,3,0
1448,0,0
1449,3,0
1450,4,0
1451,3,0
1452,3,0
1453,3,0
1454,3,0
1455,4,0
1456,2,0
1457,3,0
1458,3,0
1459,1,0
1460,3,0
1461,2,0
1462,4,0
1463,3,0
1464,3,0
1465,3,0
1466,3,0
1467,3,0
1468,3,0
1469,1,0
1470,1,0
1471,3,0
1472,0,0
1473,1,0
1474,3,0
1475,3,0
1476,1,0
1477,1,0
1478,3,0
1479,3,0
1480,3,0
1481,0,0
1482,3,0
1483,3,0
1484,3,0
1485,1,0
1486,3,0
1487,3,0
1488,3,0
1489,3,0
1490,4,0
1491,3,0
1492,3,0
1493,0,0
1494,3,0
1495,3,0
1496,3,0
1497,4,0
1498,3,0
1499,3,0
1500,3,0
1501,3,0
1502,2,0
1503,1,0
1504,1,0
1505,0,0
1506,3,0
1507,3,0
1508,3,0
1509,3,0
1510,4,0
1511,2,0
1512,3,0
1513,1,0
1514,4,0
1515,1,0
1516,0,0
1517,3,0
1518,1,0
1519,0,0
1520,3,0
1521,3,0
1522,3,0
1523,1,0
1524,3,0
1525,3,0
1526,0,0
1527,2,0
1528,3,0
1529,3,0
1530,4,0
1531,2,0
1532,0,0
1533,4,0
1534,3,0
1535,3,0
1536,2,0
1537,3,0
1538,3,0
1539,2,0
1540,3,0
1541,3,0
1542,3,0
1543,3,0
1544,4,0
1545,3,0
1546,3,0
1547,4,0
1548,4,0
1549,3,0
1550,3,0
1551,0,0
1552,2,0
1553,3,0
1554,3,0
1555,3,0
1556,0,0
1557,2,0
1558,0,0
1559,3,0
1560,3,0
1561,4,0
1562,3,0
1563,3,0
1564,3,0
1565,3,0
1566,0,0
1567,0,0
1568,3,0
1569,3,0
1570,3,0
1571,3,0
1572,1,0
1573,3,0
1574,0,0
1575,2,0
1576,2,0
1577,3,0
1578,3,0
1579,3,0
1580,0,0
1581,3,0
1582,4,0
1583,3,0
1584,3,0
1585,2,0
1586,3,0
1587,3,0
1588,3,0
1589,0,0
1590,3,0
1591,3,0
1592,3,0
1593,4,0
1594,3,0
1595,3,0
1596,0,0
1597,3,0
1598,0,0
1599,3,0
1600,3,0
1601,4,0
1602,3,0
1603,2,0
1604,3,0
1605,0,0
1606,3,0
1607,4,0
1608,3,0
1609,3,0
1610,3,0
1611,0,0
1612,2,0
1613,3,0
1614,3,0
1615,1,0
1616,3,0
1617,3,0
1618,3,0
1619,2,0
1620,3,0
1621,3,0
1622,3,0
1623,3,0
1624,0,0
1625,3,0
1626,3,0
1627,2,0
1628,1,0
1629,3,0
1630,0,0
1631,3,0
1632,2,0
1633,0,0
1634,3,0
1635,3,0
1636,3,0
1637,3,0
1638,3,0
1639,1,0
1640,1,0
1641,1,0
1642,3,0
1643,3,0
1644,3,0
1645,4,0
1646,3,0
1647,3,0
1648,0,0
1649,3,0
1650,3,0
1651,1,0
1652,1,0
1653,1,0
1654,1,0
1655,3,0
1656,0,0
1657,2,0
1658,3,0
1659,3,0
1660,1,0
1661,3,0
1662,3,0
1663,0,0
1664,3,0
1665,3,0
1666,1,0
1667,4,0
1668,3,0
1669,2,0
1670,3,0
1671,1,0
1672,3,0
1673,3,0
1674,0,0
1675,0,0
1676,0,0
1677,4,0
1678,3,0
1679,3,0
1680,3,0
1681,4,0
1682,3,0
1683,2,0
1684,0,0
1685,1,0
1686,3,0
1687,2,0
1688,4,0
1689,1,0
1690,3,0
1691,3,0
1692,4,0
1693,0,0
1694,3,0
1695,3,0
1696,0,0
1697,4,0
1698,4,0
1699,3,0
1700,1,0
1701,3,0
1702,3,0
1703,0,0
1704,3,0
1705,3,0
1706,3,0
1707,0,0
1708,3,0
1709,4,0
1710,3,0
1711,0,0
1712,4,0
1713,3,0
1714,1,0
1715,1,0
1716,3,0
1717,0,0
1718,0,0
1719,2,0
1720,2,0
1721,3,0
1722,0,0
1723,3,0
1724,3,0
1725,3,0
1726,1,0
1727,4,0
1728,3,0
1729,0,0
1730,3,0
1731,1,0
1732,3,0
1733,3,0
1734,0,0
1735,3,0
1736,0,0
1737,3,0
1738,3,0
1739,4,0
1740,1,0
1741,3,0
1742,0,0
1743,1,0
1744,4,0
1745,3,0
1746,3,0
1747,2,0
1748,3,0
1749,3,0
1750,3,0
1751,3,0
1752,3,0
1753,1,0
1754,3,0
1755,3,0
1756,3,0
1757,2,0
1758,2,0
1759,1,0
1760,0,0
1761,0,0
1762,3,0
1763,3,0
1764,3,0
1765,3,0
1766,3,0
1767,3,0
1768,0,0
1769,3,0
1770,0,0
1771,0,0
1772,3,0
1773,1,0
1774,3,0
1775,3,0
1776,3,0
1777,3,0
1778,3,0
1779,3,0
1780,3,0
1781,1,0
1782,2,0
1783,0,0
1784,0,0
1785,3,0
1786,0,0
1787,3,0
1788,0,0
1789,3,0
1790,4,0
1791,0,0
1792,3,0
1793,0,0
1794,1,0
1795,2,0
1796,3,0
1797,1,0
1798,0,0
1799,0,0
1800,3,0
1801,3,0
1802,0,0
1803,3,0
1804,3,0
1805,3,0
1806,0,0
1807,2,0
1808,4,0
1809,3,0
1810,4,0
1811,3,0
1812,0,0
1813,3,0
1814,3,0
1815,3,0
1816,3,0
1817,2,0
1818,3,0
1819,1,0
1820,3,0
1821,3,0
1822,3,0
1823,1,0
1824,4,0
1825,3,0
1826,3,0
1827,0,0
1828,1,0
1829,1,0
1830,0,0
1831,3,0
1832,2,0
1833,1,0
1834,4,0
1835,2,0
1836,4,0
1837,4,0
1838,0,0
1839,3,0
1840,3,0
1841,3,0
1842,2,0
1843,4,0
1844,0,0
1845,0,0
1846,0,0
1847,3,0
1848,0,0
1849,3,0
1850,1,0
1851,3,0
1852,3,0
1853,3,0
1854,1,0
1855,3,0
1856,0,0
1857,0,0
1858,0,0
1859,2,0
1860,3,0
1861,2,0
1862,3,0
1863,3,0
1864,3,0
1865,3,0
1866,3,0
1867,4,0
1868,4,0
1869,4,0
1870,0,0
1871,0,0
1872,3,0
1873,3,0
1874,3,0
1875,3,0
1876,0,0
1877,0,0
1878,0,0
1879,0,0
1880,3,0
1881,1,0
1882,0,0
1883,3,0
1884,3,0
1885,0,0
1886,3,0
1887,3,0
1888,3,0
1889,1,0
1890,3,0
1891,3,0
1892,3,0
1893,3,0
1894,0,0
1895,3,0
1896,3,0
1897,3,0
1898,0,0
1899,0,0
1900,3,0
1901,4,0
1902,4,0
1903,3,0
1904,3,0
1905,0,0
1906,4,0
1907,3,0
1908,4,0
1909,3,0
1910,3,0
1911,3,0
1912,1,0
1913,3,0
1914,4,0
1915,3,0
1916,2,0
1917,3,0
1918,3,0
1919,3,0
1920,3,0
1921,3,0
1922,3,0
1923,4,0
1924,3,0
1925,3,0
1926,0,0
1927,2,0
1928,2,0
1929,3,0
1930,3,0
1931,3,0
1932,3,0
1933,1,0
1934,0,0
1935,0,0
1936,3,0
1937,1,0
1938,1,0
1939,1,0
1940,3,0
1941,3,0
1942,0,0
1943,0,0
1944,2,0
1945,3,0
1946,3,0
1947,0,0
1948,1,0
1949,4,0
1950,3,0
1951,0,0
1952,0,0
1953,0,0
1954,4,0
1955,3,0
1956,3,0
1957,3,0
1958,3,0
1959,3,0
1960,3,0
1961,3,0
1962,3,0
1963,2,0
1964,4,0
1965,3,0
1966,1,0
1967,4,0
1968,1,0
1969,3,0
1970,3,0
1971,3,0
1972,0,0
1973,4,0
1974,0,0
1975,3,0
1976,3,0
1977,0,0
1978,2,0
1979,4,0
1980,2,0
1981,1,0
1982,3,0
1983,1,0
1984,3,0
1985,0,0
1986,0,0
1987,2,0
1988,3,0
1989,4,0
1990,3,0
1991,2,0
1992,2,0
1993,3,0
1994,0,0
1995,0,0
1996,4,0
1997,3,0
1998,1,0
1999,0,0
2000,4,0
2001,3,0
2002,3,0
2003,0,0
2004,3,0
2005,3,0
2006,3,0
2007,3,0
2008,3,0
2009,3,0
2010,1,0
2011,1,0
2012,3,0
2013,2,0
2014,3,0
2015,3,0
2016,3,0
2017,3,0
2018,2,0
2019,0,0
2020,3,0
2021,1,0
2022,0,0
2023,3,0
2024,4,0
2025,3,0
2026,1,0
2027,3,0
2028,3,0
2029,1,0
2030,0,0
2031,0,0
2032,3,0
2033,3,0
2034,3,0
2035,3,0
2036,0,0
2037,4,0
2038,3,0
2039,3,0
2040,3,0
2041,3,0
2042,3,0
2043,3,0
2044,3,0
2045,2,0
2046,3,0
2047,2,0
2048,0,0
2049,0,0
2050,3,0
2051,3,0
2052,3,0
2053,3,0
2054,2,0
2055,3,0
2056,0,0
2057,0,0
2058,3,0
2059,1,0
2060,3,0
2061,4,0
2062,3,0
2063,1,0
2064,0,0
2065,3,0
2066,1,0
2067,0,0
2068,3,0
2069,2,0
2070,3,0
2071,3,0
2072,3,0
2073,2,0
2074,3,0
2075,2,0
2076,2,0
2077,3,0
2078,4,0
2079,3,0
2080,2,0
2081,2,0
2082,0,0
2083,0,0
2084,0,0
2085,3,0
2086,3,0
2087,3,0
2088,3,0
2089,0,0
2090,2,0
2091,2,0
2092,3,0
2093,0,0
2094,1,0
2095,3,0
2096,0,0
2097,1,0
2098,3,0
2099,0,0
2100,1,0
2101,0,0
2102,4,0
2103,1,0
2104,3,0
2105,0,0
2106,3,0
2107,3,0
2108,3,0
2109,2,0
2110,3,0
2111,3,0
2112,0,0
2113,3,0
2114,2,0
2115,3,0
2116,3,0
2117,2,0
2118,3,0
2119,3,0
2120,3,0
2121,0,0
2122,0,0
2123,0,0
2124,3,0
2125,3,0
2126,3,0
2127,3,0
2128,0,0
2129,3,0
2130,3,0
2131,3,0
2132,0,0
2133,0,0
2134,0,0
2135,2,0
2136,3,0
2137,4,0
2138,4,0
